Date,Pilot in Command,Aircraft Type,Registration,Departure,Arrival,Departure Time,Arrival Time,Total Time,SEL,SES,MEL,MES,Helicopter,Gyroplane,Powered Lift,Glider,Balloon,Airship,Solo,PIC,SIC,Dual Received,Instructor,Cross Country,Night,Actual Instrument,Simulated Instrument,Full Flight Simulator,Flight Training Device,Aviation Training Device,Takeoffs Day,Takeoffs Night,Landings Day,Landings Night,Precision Approaches,Non-Precision Approaches,Holding Patterns,Glider/Lighter-than-Air Launch Type,Remarks
2026-01-26,James Nguyen,Cessna 172S,N734SP,KHWD,KHWD,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Local flight review
2026-01-24,Sarah Chen,Cessna 182T,N9126E,KPAO,KMYV,1000,1145,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Run to Marysville
2026-01-22,Emily Carter,Van's RV-10,N1024V,KPAO,KTVL,0900,1030,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Ski trip to Tahoe
2026-01-20,Eric Silva,Cirrus SR22,N900AT,KPAO,KTRK,0700,0745,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Quick Truckee run
2026-01-18,Aisha Patel,Piper PA-44-180,N447PA,KPAO,KAPC,1400,1515,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Multi-engine training
2026-01-16,Emily Carter,Mooney M20J,N201MJ,KPAO,KSBA,0600,0730,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Early bird to Santa Barbara
2026-01-14,Marcus Webb,Cessna 172S,N2860Q,KPAO,KWVI,1000,1120,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,XC to Watsonville
2026-01-12,James Nguyen,Cessna 152,N757ME,KCCR,KCCR,1400,1500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual instruction — emergency procedures
2026-01-10,Emily Carter,Diamond DA40,N406TS,KPAO,KPAO,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Local proficiency
2026-01-08,Sarah Chen,Bell 206B3,N206BL,KPAO,KPAO,1100,1200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Helicopter commercial maneuvers
2026-01-06,Emily Carter,Cessna 172S,N2860Q,KPAO,KPAO,1930,2030,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,,Night currency — 6 landings
2026-01-04,James Nguyen,Piper PA-28-181,N734RL,KHWD,KMRY,0900,1030,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Coastal flight
2026-01-02,Aisha Patel,Cessna 172S,N734SP,KPAO,KLVK,1030,1120,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,New Year hop
2025-12-31,Emily Carter,Cessna 182T,N9126E,KPAO,KSFO,1400,1430,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Bay tour — NYE scenery
2025-12-29,Marcus Webb,Piper PA-44-180,N447PA,KHWD,KLVK,1100,1150,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Multi-engine short XC
2025-12-27,Emily Carter,Cessna 172S,N2860Q,KPAO,KAPC,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual — short field landings
2025-12-25,Emily Carter,Van's RV-10,N1024V,KPAO,KPAO,1000,1100,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Christmas morning flight
2025-12-23,Sarah Chen,Cirrus SR22,N900AT,KPAO,KTRK,0700,0745,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Truckee run
2025-12-21,James Nguyen,Robinson R22,N630SH,KHWD,KHWD,1000,1100,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,R22 lesson — hovering autorotations
2025-12-19,Emily Carter,Beechcraft Baron 58,N8688Q,KPAO,KSBA,0900,1030,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,
2025-12-17,Aisha Patel,Cessna 172S,N734SP,KHWD,KHWD,0800,0845,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Morning pattern practice
2025-12-15,Emily Carter,Mooney M20J,N201MJ,KPAO,KPHX,0600,0900,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Phoenix weekend trip
2025-12-13,Marcus Webb,Diamond DA40,N406TS,KLVK,KLVK,1530,1630,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Afternoon practice
2025-12-11,Emily Carter,Cessna 172S,N2860Q,KPAO,KWVI,1100,1220,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Instrument practice — RNAV approaches
2025-12-09,James Nguyen,Cessna 152,N757ME,KCCR,KCCR,1000,1045,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Solo touch-and-goes
2025-12-07,Eric Silva,Cessna 172S,N734SP,KHWD,KMRY,0900,1030,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Monster burrito run
2025-12-05,Emily Carter,Piper PA-28-181,N734RL,KHWD,KRHV,1400,1500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Hop to Reid-Hillview
2025-12-03,Sarah Chen,Boeing 737-800,N37517,KLAX,KORD,2100,0400,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,,
2025-12-01,Marcus Webb,Piper PA-28-181,N734RL,KPAO,KAPC,1000,1115,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,XC to Napa
2025-11-29,Emily Carter,Cessna 182T,N9126E,KPAO,KTVL,0700,0845,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Thanksgiving trip to Tahoe
2025-11-27,James Nguyen,Cessna 172S,N2860Q,KPAO,KPAO,0900,1000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Pattern practice
2025-11-25,Emily Carter,Schweizer SGS 2-33,N511JS,KCCR,KCCR,1100,1200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Aero-Tow,Glider — ridge soaring
2025-11-23,Aisha Patel,Diamond DA40,N406TS,KHWD,KHWD,1900,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night currency
2025-11-21,Emily Carter,Cessna 172S,N734SP,KPAO,KSNS,0800,0920,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Charity run to Salinas
2025-11-19,Marcus Webb,Piper PA-44-180,N447PA,KHWD,KAPC,1000,1115,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Multi XC to Napa
2025-11-17,James Nguyen,Robinson R22,N630SH,KHWD,KHWD,0900,0945,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,R22 solo — hovering
2025-11-15,Emily Carter,Cirrus SR22,N900AT,KPAO,KTRK,0600,0645,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Early Truckee
2025-11-13,Sarah Chen,Cessna 172S,N2860Q,KPAO,KWVI,1400,1520,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Watsonville run
2025-11-11,Emily Carter,Bell 206B3,N206BL,KPAO,KPAO,1300,1400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,206 flight — aerial survey
2025-11-09,Aisha Patel,Piper PA-28-181,N734RL,KPAO,KHWD,1030,1105,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Short relocation
2025-11-07,Emily Carter,Cessna 172S,N734SP,KHWD,KHWD,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual — instrument scan
2025-11-05,James Nguyen,Cessna 152,N757ME,KCCR,KCCR,1400,1500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Solo practice
2025-11-03,Emily Carter,Mooney M20J,N201MJ,KPAO,KSBA,0900,1030,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Coastal flight to Santa Barbara
2025-11-01,Marcus Webb,Cessna 182T,N9126E,KPAO,KMYV,1000,1145,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Marysville run
2025-10-30,Emily Carter,Aerostar S-60A,N701AS,KPAO,KAPC,2000,2115,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night cargo run
2025-10-28,Sarah Chen,Cessna 172S,N2860Q,KPAO,KPAO,0700,0800,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Morning proficiency
2025-10-26,Emily Carter,Van's RV-10,N1024V,KPAO,KWVI,1430,1530,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Scenic flight with passenger
2025-10-24,James Nguyen,Diamond DA40,N406TS,KHWD,KHWD,1900,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night landing currency
2025-10-22,Aisha Patel,Cessna 172S,N734SP,KPAO,KLVK,1100,1150,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Livermore lunch run
2025-10-20,Emily Carter,Piper PA-28-181,N734RL,KHWD,KMRY,1330,1500,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Monterey afternoon
2025-10-18,Marcus Webb,Beechcraft Baron 58,N8688Q,KPAO,KSBA,0800,0930,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,
2025-10-16,Emily Carter,Cessna 172S,N2860Q,KPAO,KSNS,1000,1120,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Practice GPS approaches
2025-10-14,James Nguyen,Cessna 172S,N734SP,KHWD,KHWD,0800,0830,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Quick local hop
2025-10-12,Emily Carter,Cirrus SR22,N900AT,KPAO,KTRK,0600,0645,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Dawn patrol
2025-10-10,Eric Silva,Piper PA-44-180,N447PA,KPAO,KAPC,1000,1115,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Multi rating training
2025-10-08,Sarah Chen,Cessna 182T,N9126E,KPAO,KTVL,0700,0845,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Weekend trip
2025-10-06,Emily Carter,Mooney M20J,N201MJ,KPAO,KLAX,0800,1000,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,LA business trip
2025-10-04,Marcus Webb,Robinson R22,N630SH,KHWD,KHWD,1500,1545,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Helicopter practice
2025-10-02,James Nguyen,Cessna 152,N757ME,KCCR,KCCR,1000,1100,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual instruction — soft field
2025-09-30,Emily Carter,Cessna 172S,N2860Q,KPAO,KPAO,1900,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night pattern
2025-09-28,Aisha Patel,Piper PA-28-181,N734RL,KHWD,KMRY,0900,1030,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Coastal XC
2025-09-26,Emily Carter,Diamond DA40,N406TS,KPAO,KPAO,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Local proficiency
2025-09-24,James Nguyen,Boeing 737-800,N37517,KLAX,KDEN,2100,2315,2.3,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,
2025-09-22,Emily Carter,Cessna 172S,N734SP,KPAO,KWVI,1100,1215,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0,2,0,0,0,0,,Instrument training
2025-09-20,Sarah Chen,Cessna 172S,N2860Q,KPAO,KAPC,1400,1500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual instruction — approaches
2025-09-18,Marcus Webb,Piper PA-44-180,N447PA,KHWD,KLVK,1000,1050,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Multi XC
2025-09-16,Emily Carter,Bell 206B3,N206BL,KPAO,KPAO,1300,1400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Bell 206 practice
2025-09-14,James Nguyen,Schweizer SGS 2-33,N511JS,KCCR,KCCR,1100,1200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Aero-Tow,Glider — thermal practice
2025-09-12,Emily Carter,Cessna 182T,N9126E,KPAO,KTRK,0630,0800,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0,2,0,0,0,0,,CFI — mountain flying
2025-09-10,Aisha Patel,Mooney M20J,N201MJ,KPAO,KPHX,0600,0900,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Phoenix trip
2025-09-08,Emily Carter,Cessna 172S,N2860Q,KPAO,KSNS,0800,0920,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Hood time with CFI
2025-09-06,James Nguyen,Cessna 172S,N734SP,KHWD,KHWD,1400,1500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night currency
2025-09-04,Eric Silva,Cessna 152,N757ME,KCCR,KCCR,1000,1045,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Pattern work
2025-09-02,Emily Carter,Piper PA-28-181,N734RL,KHWD,KRHV,1600,1700,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Hop to Reid
2025-08-31,Sarah Chen,Cirrus SR22,N900AT,KPAO,KTVL,0700,0745,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Tahoe sunrise
2025-08-29,Marcus Webb,Cessna 172S,N2860Q,KPAO,KWVI,1000,1120,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Watsonville XC
2025-08-27,Emily Carter,Diamond DA40,N406TS,KPAO,KPAO,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Pattern practice — 6 landings
2025-08-25,James Nguyen,Robinson R22,N630SH,KHWD,KHWD,0900,1000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,R22 — hovering and slopes
2025-08-23,Emily Carter,Beechcraft Baron 58,N8688Q,KPAO,KSBA,1100,1230,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,
2025-08-21,Aisha Patel,Cessna 172S,N734SP,KHWD,KMRY,1300,1430,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Coastal flight
2025-08-19,Emily Carter,Mooney M20J,N201MJ,KPAO,KWVI,1530,1700,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Afternoon XC
2025-08-17,Marcus Webb,Piper PA-44-180,N447PA,KPAO,KAPC,1000,1115,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Multi training
2025-08-15,James Nguyen,Cessna 172S,N2860Q,KPAO,KPAO,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2,0,2,0,0,0,0,,Simulated instrument
2025-08-13,Emily Carter,Van's RV-10,N1024V,KPAO,KTVL,0900,1030,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Tahoe trip
2025-08-11,Sarah Chen,Cessna 182T,N9126E,KPAO,KMYV,1000,1145,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Marysville
2025-08-09,Emily Carter,Cessna 172S,N734SP,KHWD,KHWD,1900,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night landings
